"","X","Z","Y"
"1",-1.85610538828197,0.24059564364921,7.32917005539004
"2",0.189545812579814,0.478254817064443,8.50071282094841
"3",-0.401044544911805,0.176374337186825,7.2613204938678
"4",-0.090003723387359,2.70836453443726,-1.50776309620334
"5",1.148196914143,1.02685152705474,5.71025480078378
"6",0.566921091796218,1.2946348185638,4.36068561425831
"7",-1.67771472296459,0.470782643722859,8.14451356073023
"8",-1.53656926126991,0.454840006531029,7.93248985394258
"9",1.62057554206329,2.72742954680899,-2.21159468256374
"10",-1.92608729461041,1.53249222536046,1.77947985341239
"11",0.955467980931131,1.89856674018272,1.51663682617971
"12",-0.311170788038651,2.21334693581527,-0.201222046907613
"13",0.424271064218928,1.54679458234458,0.843754650272044
"14",-1.13808054396973,1.9961844741237,-0.7349661695765
"15",-0.108014724298235,1.66955782612778,0.723352738319127
"16",0.298781556706654,1.01757364059464,5.93252792258222
"17",-0.528987184103514,1.2464725759314,4.34227834146216
"18",0.197448869682174,2.56112058965954,-0.407843887918283
"19",1.07619595000991,0.581990302802578,8.68422087067335
"20",-2.02106565656667,1.54515169511595,-0.314184166994232
"21",0.552631458933018,2.16965841211145,-1.13087131579454
"22",0.183107519248965,1.64124664134143,2.21524479448024
"23",-1.75554282624022,1.81464684677332,-1.32534112500552
"24",-0.767601191543027,0.6737234068182,8.44638858525224
"25",1.14078165801649,1.30579627893924,3.17527587235758
"26",0.980211974765618,0.68414984300256,8.77597280246088
"27",-0.369710957564778,0.293674417806888,8.87717581733699
"28",-0.546795129899403,1.42377342279219,3.29155480716979
"29",2.01117450896928,0.0185676046931227,9.58633580460146
"30",0.173475181452006,1.5150090752901,3.55417330475494
"31",1.05546306635369,-0.166977073723941,9.05394272769881
"32",-0.580361823274238,0.975514096425284,5.90107938074397
"33",0.383643308283144,0.912307187481724,6.64799254511973
"34",0.22675598957901,0.989507812784241,6.23301730289886
"35",-0.486990552290757,0.00947632235016127,8.89132763901594
"36",-0.0253398671041404,1.14201312970116,5.58331839139869
"37",0.225478683010271,-1.3703175756996,2.1580531075108
"38",-0.757212075454251,0.824395989213903,6.83542161770751
"39",-0.465247198864842,1.03647619514633,5.63479685999262
"40",-1.15988369541585,-0.123516989582057,8.53124239806844
"41",-0.010322781956121,0.771506690145823,7.30632306607191
"42",-0.520336341191768,1.07275421800068,5.65112705889579
"43",-1.34853791851756,1.61319658515519,0.171771791811014
"44",0.304478789152117,0.334891263494854,9.75041739431115
"45",0.537732547477815,1.75856714774303,1.9113024002921
"46",1.0495682764314,1.03117726849763,5.34182804209283
"47",-0.447945491207423,1.215346677675,3.99105722285799
"48",-1.25657730162592,-0.0976068057101322,8.57629807686394
"49",0.288577518215572,1.50471727757625,2.9344476547509
"50",-0.235635414177585,1.50790580127331,2.68932751821614
"51",-0.199580024076075,1.50192865099777,1.90703458744491
"52",0.260826159055029,-0.590199148351975,8.28221139172628
"53",0.929319120200681,0.12783611138544,10.9858848883856
"54",0.925263190538466,2.02933635446587,0.180619869021718
"55",-0.725544140722783,2.40647441288601,-2.34009976198767
"56",0.29678226925048,0.270061756627384,9.6487250764314
"57",-0.227782188571814,1.06453851371008,5.3221871576107
"58",0.452970370652219,0.447970870118522,10.7806589067225
"59",-1.39664127516368,1.47181694109469,0.53144543848582
"60",-0.0553269483552347,1.86756232743073,0.316815817323649
"61",-0.624574646849152,1.0642203812796,5.72140837131829
"62",-1.07445402781652,0.939584436939558,5.09543219768434
"63",0.350453399219913,2.49604972320261,-1.02126173642533
"64",0.469327870992649,1.10990941536655,6.38716784311453
"65",-1.76305099302088,2.17341146416344,-2.16072009384281
"66",0.995475576486761,2.50032238065263,-0.591727811424583
